1211.5,1212.1999998092651
1520.6999998092651,1521.1999998092651
2032.0999999046326,2032.5999999046326
2307.899999856949,2308.2999999523163
2588.2999999523163,2588.5999999046326
2847.5,2848.0999999046326
3119.199999809265,3119.5999999046326
3362.399999856949,3363.0999999046326
3664.199999809265,3664.699999809265
3923.7999999523163,3924.399999856949
4192.199999809265,4192.599999904633
4430.5,4431.099999904633
4612.099999904633,4612.599999904633
4839.299999952316,4839.799999952316
5013.399999856949,5014.099999904633
5189.599999904633,5190.199999809265
5376.699999809265,5377.199999809265
5573.899999856949,5574.199999809265
5755.799999952316,5756.299999952316
5952,5952.299999952316
6135,6135.299999952316
6332,6332.599999904633
6525.399999856949,6525.799999952316
6678.799999952316,6679.799999952316
6845.799999952316,6846.399999856949
7037.299999952316,7037.899999856949
7218.699999809265,7219.099999904633
7405.699999809265,7406.099999904633
7563.5,7563.899999856949
7740.299999952316,7740.599999904633
7918.299999952316,7918.699999809265
8087.099999904633,8087.5
8273.899999856949,8274.299999952316
8455.5,8456
8623,8623.399999856949
8796.299999952316,8797
8973,8973.299999952316
9145.199999809265,9145.599999904633
9331.599999904633,9332.099999904633
9479.799999952316,9480.399999856949
9919.5,9919.899999856949
10082.299999952316,10082.799999952316
10228,10228.699999809265
10384.399999856949,10384.799999952316
10536.599999904633,10537.099999904633
10698.5,10698.899999856949
10847.799999952316,10848.299999952316
10998.299999952316,10999.399999856949
11146,11146.799999952316
11292.199999809265,11293.099999904633
11443,11444
11600.299999952316,11601
11747.199999809265,11748.399999856949
11897.899999856949,11898.899999856949
12063.5,12064.199999809265
12222.399999856949,12223.199999809265
12373.799999952316,12374.599999904633
12531.799999952316,12533.199999809265
12684.399999856949,12685.099999904633
12830.199999809265,12831.099999904633
12981.299999952316,12982.299999952316
13137.299999952316,13138
13288.5,13289
13433.899999856949,13434.399999856949
16679.89999985695,16680.5
16820.39999985695,16820.799999952316
16978.5,16979
17123.799999952316,17124.299999952316
17290.799999952316,17291.199999809265
17432.099999904633,17432.5
17596.199999809265,17596.699999809265
17741.099999904633,17741.599999904633
17901.699999809265,17902.299999952316
18049.599999904633,18050.39999985695
18256.599999904633,18257.5
18408.099999904633,18408.799999952316
18575.099999904633,18575.89999985695
18717.199999809265,18717.599999904633
18863.099999904633,18863.599999904633
19113.299999952316,19114
19274.39999985695,19274.699999809265
19418.199999809265,19418.599999904633
19575.599999904633,19576.199999809265
19713.099999904633,19713.699999809265
19905,19905.699999809265
20071.799999952316,20072.299999952316
20214.599999904633,20215.099999904633
20365.799999952316,20366.199999809265
20528.89999985695,20529.39999985695
20742.199999809265,20742.699999809265
20903.099999904633,20903.39999985695
21054.599999904633,21054.89999985695
21217,21217.5
21368.099999904633,21368.5
21511.5,21511.89999985695
21652.799999952316,21653.5
21833.89999985695,21834.5
22046.699999809265,22047.299999952316
22233.39999985695,22233.89999985695
22395.599999904633,22396.199999809265
22556.199999809265,22556.699999809265
22713.199999809265,22713.799999952316
23041.699999809265,23042.299999952316
23168.5,23168.89999985695
23296.5,23297.099999904633
23456.099999904633,23456.699999809265
23578.39999985695,23578.699999809265
23736.5,23737.099999904633
23879.799999952316,23880.39999985695
24020,24020.5
24172.39999985695,24172.799999952316
24332,24332.5
24478.699999809265,24479.299999952316
24612.299999952316,24612.89999985695
24747.699999809265,24748.099999904633
24975.599999904633,24976.39999985695
25126,25126.5
25284.5,25284.89999985695
25428,25428.5
25607.39999985695,25607.799999952316
25739,25739.39999985695
25886.699999809265,25887.39999985695
26058.799999952316,26059.699999809265
26220.699999809265,26221.599999904633
26357.299999952316,26358.099999904633
26495.799999952316,26496.5
26639.599999904633,26640.299999952316
26853.099999904633,26853.89999985695
27007.89999985695,27008.5
27156.199999809265,27157.199999809265
27346.299999952316,27347.39999985695
27568.299999952316,27569.099999904633
27740.5,27740.89999985695
27968.39999985695,27968.89999985695
28105.299999952316,28105.699999809265
28266.599999904633,28267
28424.199999809265,28424.599999904633
28562.699999809265,28563.199999809265
28707.799999952316,28708.699999809265
28845,28845.699999809265
29016,29016.599999904633
29198.5,29198.799999952316
29356.599999904633,29357
29502.299999952316,29503
29654.699999809265,29655.099999904633
29816.39999985695,29816.799999952316
29957.89999985695,29958.5
30109.699999809265,30110.699999809265
30248.299999952316,30248.699999809265
30373.699999809265,30374.599999904633
30516.299999952316,30517
30668.099999904633,30668.699999809265
30871,30871.39999985695
31012.799999952316,31013.5
31169.199999809265,31169.699999809265
31327.699999809265,31328.199999809265
31498.89999985695,31499.199999809265
31631,31631.5
31803.299999952316,31803.799999952316
31941,31941.89999985695
32072.299999952316,32073
32238.5,32238.89999985695
32385.5,32386
32530.299999952316,32530.699999809265
32688,32688.299999952316
32932.5,32932.89999985695
33084.5,33085.199999809265
33239.799999952316,33240.5
33408.09999990463,33408.5
33585,33585.39999985695
33717,33717.39999985695
33861.699999809265,33862.299999952316
34018.39999985695,34018.89999985695
34168.799999952316,34169.199999809265
34316.39999985695,34316.89999985695
34442.799999952316,34443.59999990463
34674.699999809265,34675.199999809265
34832.59999990463,34833
34982.89999985695,34983.299999952316
35126,35126.799999952316
35292.09999990463,35292.59999990463
35424.39999985695,35425
35596.699999809265,35597.5
35717.199999809265,35717.699999809265
35846.299999952316,35847
35942,35942.699999809265
36052.299999952316,36052.699999809265
36138.699999809265,36139.09999990463
36253.799999952316,36254.199999809265
36346.199999809265,36346.59999990463
36468.39999985695,36468.699999809265
36563.59999990463,36564
36676.299999952316,36677.299999952316
36762.5,36763.299999952316
36880.09999990463,36880.89999985695
36965,36965.5
37106.199999809265,37106.799999952316
37212.699999809265,37213.09999990463
37369.5,37370.09999990463
37480.89999985695,37481.299999952316
37606.59999990463,37607.199999809265
37707.39999985695,37708
37865,37865.39999985695
37986.09999990463,37986.59999990463
38136.89999985695,38137.59999990463
38245.59999990463,38246.09999990463
38381.299999952316,38381.699999809265
38502.59999990463,38503.09999990463
38638.199999809265,38638.59999990463
38718.89999985695,38719.299999952316
38891.799999952316,38892.5
38911.89999985695,38912.39999985695
38911.89999985695,38950.59999990463
39160.09999990463,39161
39444.59999990463,39445
39604.89999985695,39605.299999952316
39797,39797.39999985695
39984.59999990463,39985.09999990463
40157.299999952316,40157.799999952316
40334.199999809265,40334.59999990463
40501,40501.39999985695
40673.89999985695,40674.299999952316
40835.799999952316,40836.199999809265
41014.299999952316,41014.799999952316
41195.89999985695,41196.39999985695
41358.39999985695,41359.199999809265
41536.39999985695,41536.799999952316
41697.5,41698
41865.199999809265,41865.59999990463
41865.199999809265,41887.89999985695
42452.5,42453
42598,42598.39999985695
42764.89999985695,42765.39999985695
42927.799999952316,42928.199999809265
43098.39999985695,43098.799999952316
43262.699999809265,43263.299999952316
43605.09999990463,43605.699999809265
43756.699999809265,43757.199999809265
43908,43908.5
44069.699999809265,44070.09999990463
44322.199999809265,44322.89999985695
44474.199999809265,44474.89999985695
44650.299999952316,44650.89999985695
44807.799999952316,44808.699999809265
45020.09999990463,45020.39999985695
45192.09999990463,45192.699999809265
45337.59999990463,45338.09999990463
45513.199999809265,45513.59999990463
